Date;Side;Win/Lose;Player;Lane;Hero;Ban Hero;Spell;Team;Opponent;Game 1 - 3;Kill;Death;Assist;Duration;Map;Bracket
15/07/2026;Red;Lose;Sayori;Midlane;Lylia;Atlas;Purify;Gen.G Esports;Team Vitality;0 - 2;2;1;3;17:25;Flying Clouds;UB Semifinals
15/07/2026;Red;Lose;Panda;Goldlane;Granger;Yve;Flicker;Gen.G Esports;Team Vitality;0 - 2;1;4;1;17:25;Flying Clouds;UB Semifinals
15/07/2026;Red;Lose;Ashlay;Roam;Chou;Valir;Flicker;Gen.G Esports;Team Vitality;0 - 2;0;2;3;17:25;Flying Clouds;UB Semifinals
15/07/2026;Blue;Win;Fumi;Explane;Alice;Zhuxin;Flicker;Team Vitality;Gen.G Esports;2 - 0;2;0;8;17:25;Flying Clouds;UB Semifinals
15/07/2026;Blue;Win;Vival;Jungler;Hirara;Phoveus;Retribution;Team Vitality;Gen.G Esports;2 - 0;8;2;2;17:25;Flying Clouds;UB Semifinals
15/07/2026;Blue;Win;Cinny;Midlane;Selena;Karrie;Flicker;Team Vitality;Gen.G Esports;2 - 0;0;1;7;17:25;Flying Clouds;UB Semifinals
15/07/2026;Blue;Win;Chell;Goldlane;Claude;Bruno;Purify;Team Vitality;Gen.G Esports;2 - 0;2;1;4;17:25;Flying Clouds;UB Semifinals
15/07/2026;Blue;Win;Vivian;Roam;Gloo;Irithel;Flicker;Team Vitality;Gen.G Esports;2 - 0;0;1;8;17:25;Flying Clouds;UB Semifinals
15/07/2026;Red;Win;Lingg;Explane;Sora;Paquito;Flicker;Galaxy Phoenix;Falcons Vega MENA;1 - 0;1;5;14;15:10;Expanding Rivers;UB Semifinals
15/07/2026;Red;Win;Fahh;Jungler;Ling;Yve;Retribution;Galaxy Phoenix;Falcons Vega MENA;1 - 0;10;1;6;15:10;Expanding Rivers;UB Semifinals
15/07/2026;Red;Win;Sofia;Midlane;Valir;Baxia;Flicker;Galaxy Phoenix;Falcons Vega MENA;1 - 0;2;4;10;15:10;Expanding Rivers;UB Semifinals
15/07/2026;Red;Win;Winnie;Goldlane;Claude;Carmilla;Flicker;Galaxy Phoenix;Falcons Vega MENA;1 - 0;5;1;9;15:10;Expanding Rivers;UB Semifinals
15/07/2026;Red;Win;Lemaa;Roam;Hilda;Moskov;Flicker;Galaxy Phoenix;Falcons Vega MENA;1 - 0;2;0;11;15:10;Expanding Rivers;UB Semifinals
15/07/2026;Blue;Lose;Nocturne;Explane;Esmeralda;Guinevere;Flicker;Falcons Vega MENA;Galaxy Phoenix;0 - 1;2;2;5;15:10;Expanding Rivers;UB Semifinals
15/07/2026;Blue;Lose;Nana;Jungler;Fanny;Freya;Retribution;Falcons Vega MENA;Galaxy Phoenix;0 - 1;7;2;2;15:10;Expanding Rivers;UB Semifinals
15/07/2026;Blue;Lose;Syrinx;Midlane;Lylia;Mathilda;Flicker;Falcons Vega MENA;Galaxy Phoenix;0 - 1;2;7;5;15:10;Expanding Rivers;UB Semifinals
15/07/2026;Blue;Lose;Names;Goldlane;Clint;Yu Zhong;Flicker;Falcons Vega MENA;Galaxy Phoenix;0 - 1;0;4;2;15:10;Expanding Rivers;UB Semifinals
15/07/2026;Blue;Lose;Nucci;Roam;Marcel;Hirara;Flicker;Falcons Vega MENA;Galaxy Phoenix;0 - 1;0;5;6;15:10;Expanding Rivers;UB Semifinals
15/07/2026;Red;Win;Lingg;Explane;Alice;Baxia;Flicker;Galaxy Phoenix;Falcons Vega MENA;2 - 0;1;2;13;18:00;Dangerous Grass;UB Semifinals
15/07/2026;Red;Win;Fahh;Jungler;Suyou;Belerick;Retribution;Galaxy Phoenix;Falcons Vega MENA;2 - 0;16;2;4;18:00;Dangerous Grass;UB Semifinals
15/07/2026;Red;Win;Sofia;Midlane;Selena;Carmilla;Flicker;Galaxy Phoenix;Falcons Vega MENA;2 - 0;4;2;8;18:00;Dangerous Grass;UB Semifinals
15/07/2026;Red;Win;Winnie;Goldlane;Claude;Fanny;Flicker;Galaxy Phoenix;Falcons Vega MENA;2 - 0;3;1;14;18:00;Dangerous Grass;UB Semifinals
15/07/2026;Red;Win;Lemaa;Roam;Marcel;Yve;Flicker;Galaxy Phoenix;Falcons Vega MENA;2 - 0;2;3;21;18:00;Dangerous Grass;UB Semifinals
15/07/2026;Blue;Lose;Nocturne;Explane;Esmeralda;Guinevere;Flicker;Falcons Vega MENA;Galaxy Phoenix;0 - 2;1;4;3;18:00;Dangerous Grass;UB Semifinals
15/07/2026;Blue;Lose;Nana;Jungler;Yi Sunshin;Freya;Retribution;Falcons Vega MENA;Galaxy Phoenix;0 - 2;2;7;3;18:00;Dangerous Grass;UB Semifinals
15/07/2026;Blue;Lose;Syrinx;Midlane;Gord;Mathilda;Flicker;Falcons Vega MENA;Galaxy Phoenix;0 - 2;1;4;7;18:00;Dangerous Grass;UB Semifinals
15/07/2026;Blue;Lose;Names;Goldlane;Moskov;Ling;Purify;Falcons Vega MENA;Galaxy Phoenix;0 - 2;5;4;3;18:00;Dangerous Grass;UB Semifinals
15/07/2026;Blue;Lose;Nucci;Roam;Hylos;Zhuxin;Revitalize;Falcons Vega MENA;Galaxy Phoenix;0 - 2;1;7;7;18:00;Dangerous Grass;UB Semifinals
15/07/2026;Red;Lose;Ayanami;Explane;Masha;Marcel;Flicker;Natus Vincere;Falcon Daisies;0 - 1;2;3;5;15:58;Broken Walls;LB Quarterfinals
15/07/2026;Red;Lose;Keishi;Jungler;Akai;Freya;Retribution;Natus Vincere;Falcon Daisies;0 - 1;1;4;4;15:58;Broken Walls;LB Quarterfinals
15/07/2026;Red;Lose;Rain;Midlane;Kimmy;Belerick;Purify;Natus Vincere;Falcon Daisies;0 - 1;4;1;4;15:58;Broken Walls;LB Quarterfinals
15/07/2026;Red;Lose;Rianne;Goldlane;Karrie;Granger;Purify;Natus Vincere;Falcon Daisies;0 - 1;2;1;6;15:58;Broken Walls;LB Quarterfinals
15/07/2026;Red;Lose;Meraaay;Roam;Chip;Barats;Flicker;Natus Vincere;Falcon Daisies;0 - 1;0;6;7;15:58;Broken Walls;LB Quarterfinals
15/07/2026;Blue;Win;Ayra;Explane;Esmeralda;Paquito;Flicker;Falcon Daisies;Natus Vincere;1 - 0;3;1;8;15:58;Broken Walls;LB Quarterfinals
15/07/2026;Blue;Win;Starsoyy;Jungler;Suyou;Phoveus;Retribution;Falcon Daisies;Natus Vincere;1 - 0;7;0;5;15:58;Broken Walls;LB Quarterfinals
15/07/2026;Blue;Win;Aphoo;Midlane;Gord;Baxia;Flicker;Falcon Daisies;Natus Vincere;1 - 0;2;3;10;15:58;Broken Walls;LB Quarterfinals
15/07/2026;Blue;Win;Kiko;Goldlane;Claude;Mathilda;Flicker;Falcon Daisies;Natus Vincere;1 - 0;1;2;9;15:58;Broken Walls;LB Quarterfinals
15/07/2026;Blue;Win;Jayyy;Roam;Atlas;Yu Zhong;Flicker;Falcon Daisies;Natus Vincere;1 - 0;2;3;11;15:58;Broken Walls;LB Quarterfinals
15/07/2026;Blue;Win;Ayanami;Explane;Benedetta;Akai;Petrify;Natus Vincere;Falcon Daisies;1 - 1;8;5;7;27:53;Flying Clouds;LB Quarterfinals
15/07/2026;Blue;Win;Keishi;Jungler;Baxia;Phoveus;Retribution;Natus Vincere;Falcon Daisies;1 - 1;0;0;18;27:53;Flying Clouds;LB Quarterfinals
15/07/2026;Blue;Win;Rain;Midlane;Lylia;Esmeralda;Purify;Natus Vincere;Falcon Daisies;1 - 1;5;1;18;27:53;Flying Clouds;LB Quarterfinals
15/07/2026;Blue;Win;Rianne;Goldlane;Harith;Ling;Purify;Natus Vincere;Falcon Daisies;1 - 1;9;1;10;27:53;Flying Clouds;LB Quarterfinals
15/07/2026;Blue;Win;Meraaay;Roam;Belerick;Miya;Revitalize;Natus Vincere;Falcon Daisies;1 - 1;2;3;14;27:53;Flying Clouds;LB Quarterfinals
15/07/2026;Red;Lose;Ayra;Explane;Uranus;Marcel;Flicker;Falcon Daisies;Natus Vincere;1 - 1;1;7;5;27:53;Flying Clouds;LB Quarterfinals
15/07/2026;Red;Lose;Starsoyy;Jungler;Suyou;Paquito;Retribution;Falcon Daisies;Natus Vincere;1 - 1;1;4;4;27:53;Flying Clouds;LB Quarterfinals
15/07/2026;Red;Lose;Aphoo;Midlane;Gord;Freya;Flicker;Falcon Daisies;Natus Vincere;1 - 1;3;2;5;27:53;Flying Clouds;LB Quarterfinals
15/07/2026;Red;Lose;Kiko;Goldlane;Claude;Karrie;Flicker;Falcon Daisies;Natus Vincere;1 - 1;5;2;2;27:53;Flying Clouds;LB Quarterfinals
15/07/2026;Red;Lose;Jayyy;Roam;Atlas;Moskov;Flicker;Falcon Daisies;Natus Vincere;1 - 1;0;9;6;27:53;Flying Clouds;LB Quarterfinals
15/07/2026;Red;Win;Ayanami;Explane;Cici;Freya;Vengeance;Natus Vincere;Falcon Daisies;2 - 1;4;0;10;22:40;Dangerous Grass;LB Quarterfinals
15/07/2026;Red;Win;Keishi;Jungler;Balmond;Marcel;Retribution;Natus Vincere;Falcon Daisies;2 - 1;4;1;7;22:40;Dangerous Grass;LB Quarterfinals
15/07/2026;Red;Win;Rain;Midlane;Valentina;Belerick;Flicker;Natus Vincere;Falcon Daisies;2 - 1;4;2;10;22:40;Dangerous Grass;LB Quarterfinals
15/07/2026;Red;Win;Rianne;Goldlane;Moskov;Hanabi;Flicker;Natus Vincere;Falcon Daisies;2 - 1;3;1;8;22:40;Dangerous Grass;LB Quarterfinals
15/07/2026;Red;Win;Meraaay;Roam;Atlas;Miya;Flicker;Natus Vincere;Falcon Daisies;2 - 1;0;1;12;22:40;Dangerous Grass;LB Quarterfinals
15/07/2026;Blue;Lose;Ayra;Explane;Esmeralda;Paquito;Purify;Falcon Daisies;Natus Vincere;1 - 2;0;4;2;22:40;Dangerous Grass;LB Quarterfinals
15/07/2026;Blue;Lose;Starsoyy;Jungler;Ling;Baxia;Retribution;Falcon Daisies;Natus Vincere;1 - 2;1;2;2;22:40;Dangerous Grass;LB Quarterfinals
15/07/2026;Blue;Lose;Aphoo;Midlane;Kimmy;Akai;Purify;Falcon Daisies;Natus Vincere;1 - 2;4;1;1;22:40;Dangerous Grass;LB Quarterfinals
15/07/2026;Blue;Lose;Kiko;Goldlane;Claude;Harith;Purify;Falcon Daisies;Natus Vincere;1 - 2;0;2;4;22:40;Dangerous Grass;LB Quarterfinals
15/07/2026;Blue;Lose;Jayyy;Roam;Hylos;Karrie;Revitalize;Falcon Daisies;Natus Vincere;1 - 2;0;6;4;22:40;Dangerous Grass;LB Quarterfinals
15/07/2026;Blue;Win;Unohana;Explane;Benedetta;Atlas;Petrify;FUT Esports FE;MIBR.LOS;1 - 0;3;4;3;16:07;Dangerous Grass;LB Quarterfinals
15/07/2026;Blue;Win;Kujou;Jungler;Baxia;Phoveus;Retribution;FUT Esports FE;MIBR.LOS;1 - 0;4;3;7;16:07;Dangerous Grass;LB Quarterfinals
15/07/2026;Blue;Win;Zendaya;Midlane;Selena;Freya;Flicker;FUT Esports FE;MIBR.LOS;1 - 0;1;1;9;16:07;Dangerous Grass;LB Quarterfinals
15/07/2026;Blue;Win;Mieko;Goldlane;Hanabi;Grock;Aegis;FUT Esports FE;MIBR.LOS;1 - 0;5;3;5;16:07;Dangerous Grass;LB Quarterfinals
15/07/2026;Blue;Win;Nora;Roam;Gatot Kaca;Lylia;Revitalize;FUT Esports FE;MIBR.LOS;1 - 0;2;4;8;16:07;Dangerous Grass;LB Quarterfinals
15/07/2026;Red;Lose;Mikiari;Explane;Lapu lapu;Marcel;Flicker;MIBR.LOS;FUT Esports FE;0 - 1;1;3;3;16:07;Dangerous Grass;LB Quarterfinals
15/07/2026;Red;Lose;Haiob;Jungler;Guinevere;Hirara;Retribution;MIBR.LOS;FUT Esports FE;0 - 1;6;2;7;16:07;Dangerous Grass;LB Quarterfinals
15/07/2026;Red;Lose;Lalaland;Midlane;Cecilion;Fanny;Purify;MIBR.LOS;FUT Esports FE;0 - 1;4;1;9;16:07;Dangerous Grass;LB Quarterfinals
15/07/2026;Red;Lose;Pandinha;Goldlane;Karrie;Esmeralda;Flicker;MIBR.LOS;FUT Esports FE;0 - 1;4;5;5;16:07;Dangerous Grass;LB Quarterfinals
15/07/2026;Red;Lose;Rayy;Roam;Gloo;Minotaur;Flicker;MIBR.LOS;FUT Esports FE;0 - 1;0;4;10;16:07;Dangerous Grass;LB Quarterfinals
15/07/2026;Blue;Win;Unohana;Explane;Esmeralda;Atlas;Flicker;FUT Esports FE;MIBR.LOS;2 - 0;3;7;6;22:32;Expanding Rivers;LB Quarterfinals
15/07/2026;Blue;Win;Kujou;Jungler;Fanny;Phoveus;Retribution;FUT Esports FE;MIBR.LOS;2 - 0;2;3;2;22:32;Expanding Rivers;LB Quarterfinals
15/07/2026;Blue;Win;Zendaya;Midlane;Valir;Freya;Flicker;FUT Esports FE;MIBR.LOS;2 - 0;2;2;6;22:32;Expanding Rivers;LB Quarterfinals
15/07/2026;Blue;Win;Mieko;Goldlane;Moskov;Kimmy;Flicker;FUT Esports FE;MIBR.LOS;2 - 0;6;3;4;22:32;Expanding Rivers;LB Quarterfinals
15/07/2026;Blue;Win;Nora;Roam;Gatot Kaca;Uranus;Revitalize;FUT Esports FE;MIBR.LOS;2 - 0;0;5;8;22:32;Expanding Rivers;LB Quarterfinals
15/07/2026;Red;Lose;Mikiari;Explane;Alice;Hanabi;Flicker;MIBR.LOS;FUT Esports FE;0 - 2;2;1;2;22:32;Expanding Rivers;LB Quarterfinals
15/07/2026;Red;Lose;Haiob;Jungler;Hirara;Selena;Retribution;MIBR.LOS;FUT Esports FE;0 - 2;7;3;7;22:32;Expanding Rivers;LB Quarterfinals
15/07/2026;Red;Lose;Lalaland;Midlane;Zhuxin;Marcel;Flicker;MIBR.LOS;FUT Esports FE;0 - 2;2;2;15;22:32;Expanding Rivers;LB Quarterfinals
15/07/2026;Red;Lose;Pandinha;Goldlane;Lunox;Lylia;Flicker;MIBR.LOS;FUT Esports FE;0 - 2;9;3;5;22:32;Expanding Rivers;LB Quarterfinals
15/07/2026;Red;Lose;Rayy;Roam;Grock;Belerick;Flicker;MIBR.LOS;FUT Esports FE;0 - 2;0;4;11;22:32;Expanding Rivers;LB Quarterfinals
16/07/2026;Red;Win;Nocturne;Explane;Sora;Marcel;Flicker;Falcons Vega MENA;FUT Esports FE;1 - 0;4;2;13;19:22;Flying Clouds;LB Semifinals
16/07/2026;Red;Win;Nana;Jungler;Carmilla;Mathilda;Retribution;Falcons Vega MENA;FUT Esports FE;1 - 0;2;4;19;19:22;Flying Clouds;LB Semifinals
16/07/2026;Red;Win;Syrinx;Midlane;Yve;Paquito;Flicker;Falcons Vega MENA;FUT Esports FE;1 - 0;7;1;9;19:22;Flying Clouds;LB Semifinals
16/07/2026;Red;Win;Names;Goldlane;Moskov;Gord;Flicker;Falcons Vega MENA;FUT Esports FE;1 - 0;10;2;9;19:22;Flying Clouds;LB Semifinals
16/07/2026;Red;Win;Nucci;Roam;Belerick;Selena;Revitalize;Falcons Vega MENA;FUT Esports FE;1 - 0;3;4;19;19:22;Flying Clouds;LB Semifinals
16/07/2026;Blue;Lose;Mikiari;Explane;Benedetta;Esmeralda;Petrify;FUT Esports FE;Falcons Vega MENA;0 - 1;2;7;5;19:22;Flying Clouds;LB Semifinals
16/07/2026;Blue;Lose;Haiob;Jungler;Baxia;Phoveus;Retribution;FUT Esports FE;Falcons Vega MENA;0 - 1;4;5;7;19:22;Flying Clouds;LB Semifinals
16/07/2026;Blue;Lose;Lalaland;Midlane;Valentina;Hirara;Flicker;FUT Esports FE;Falcons Vega MENA;0 - 1;2;5;9;19:22;Flying Clouds;LB Semifinals
16/07/2026;Blue;Lose;Pandinha;Goldlane;Hanabi;Yu Zhong;Aegis;FUT Esports FE;Falcons Vega MENA;0 - 1;5;2;7;19:22;Flying Clouds;LB Semifinals
16/07/2026;Blue;Lose;Rayy;Roam;Helcurt;Freya;Petrify;FUT Esports FE;Falcons Vega MENA;0 - 1;0;7;7;19:22;Flying Clouds;LB Semifinals
16/07/2026;Red;Win;Nocturne;Explane;Yu Zhong;Marcel;Petrify;Falcons Vega MENA;FUT Esports FE;2 - 0;1;2;4;15:41;Expanding Rivers;LB Semifinals
16/07/2026;Red;Win;Nana;Jungler;Carmilla;Mathilda;Retribution;Falcons Vega MENA;FUT Esports FE;2 - 0;2;1;6;15:41;Expanding Rivers;LB Semifinals
16/07/2026;Red;Win;Syrinx;Midlane;Gord;Paquito;Flicker;Falcons Vega MENA;FUT Esports FE;2 - 0;1;4;7;15:41;Expanding Rivers;LB Semifinals
16/07/2026;Red;Win;Names;Goldlane;Karrie;Hanabi;Flicker;Falcons Vega MENA;FUT Esports FE;2 - 0;5;2;2;15:41;Expanding Rivers;LB Semifinals
16/07/2026;Red;Win;Nucci;Roam;Belerick;Fanny;Revitalize;Falcons Vega MENA;FUT Esports FE;2 - 0;2;1;6;15:41;Expanding Rivers;LB Semifinals
16/07/2026;Blue;Lose;Mikiari;Explane;Alice;Esmeralda;Flicker;FUT Esports FE;Falcons Vega MENA;0 - 2;2;4;4;15:41;Expanding Rivers;LB Semifinals
16/07/2026;Blue;Lose;Haiob;Jungler;Joy;Atlas;Retribution;FUT Esports FE;Falcons Vega MENA;0 - 2;3;4;0;15:41;Expanding Rivers;LB Semifinals
16/07/2026;Blue;Lose;Lalaland;Midlane;Selena;Hirara;Flicker;FUT Esports FE;Falcons Vega MENA;0 - 2;3;0;2;15:41;Expanding Rivers;LB Semifinals
16/07/2026;Blue;Lose;Pandinha;Goldlane;Claude;Yve;Purify;FUT Esports FE;Falcons Vega MENA;0 - 2;2;1;6;15:41;Expanding Rivers;LB Semifinals
16/07/2026;Blue;Lose;Rayy;Roam;Gloo;Moskov;Flicker;FUT Esports FE;Falcons Vega MENA;0 - 2;0;2;5;15:41;Expanding Rivers;LB Semifinals
16/07/2026;Blue;Lose;Aria;Explane;Belerick;Paquito;Flicker;Gen.G Esports;Natus Vincere;0 - 1;0;5;3;13:43;Dangerous Grass;LB Semifinals
16/07/2026;Blue;Lose;Ruii;Jungler;Ling;Phoveus;Retribution;Gen.G Esports;Natus Vincere;0 - 1;0;2;3;13:43;Dangerous Grass;LB Semifinals
16/07/2026;Blue;Lose;Sayori;Midlane;Lylia;Atlas;Flicker;Gen.G Esports;Natus Vincere;0 - 1;2;2;1;13:43;Dangerous Grass;LB Semifinals
16/07/2026;Blue;Lose;Panda;Goldlane;Karrie;Mathilda;Flicker;Gen.G Esports;Natus Vincere;0 - 1;3;2;2;13:43;Dangerous Grass;LB Semifinals
16/07/2026;Blue;Lose;Ashlay;Roam;Guinevere;Rafaela;Flicker;Gen.G Esports;Natus Vincere;0 - 1;0;6;2;13:43;Dangerous Grass;LB Semifinals
16/07/2026;Red;Win;Ayanami;Explane;Freya;Marcel;Vengeance;Natus Vincere;Gen.G Esports;1 - 0;6;2;9;13:43;Dangerous Grass;LB Semifinals
16/07/2026;Red;Win;Keishi;Jungler;Baxia;Hirara;Retribution;Natus Vincere;Gen.G Esports;1 - 0;2;1;9;13:43;Dangerous Grass;LB Semifinals
16/07/2026;Red;Win;Rain;Midlane;Yve;Esmeralda;Flicker;Natus Vincere;Gen.G Esports;1 - 0;0;0;12;13:43;Dangerous Grass;LB Semifinals
16/07/2026;Red;Win;Rianne;Goldlane;Granger;Akai;Purify;Natus Vincere;Gen.G Esports;1 - 0;8;0;5;13:43;Dangerous Grass;LB Semifinals
16/07/2026;Red;Win;Meraaay;Roam;Chip;Sora;Flicker;Natus Vincere;Gen.G Esports;1 - 0;1;2;12;13:43;Dangerous Grass;LB Semifinals
16/07/2026;Blue;Lose;Aria;Explane;Uranus;Phoveus;Purify;Gen.G Esports;Natus Vincere;0 - 2;0;3;1;13:55;Dangerous Grass;LB Semifinals
16/07/2026;Blue;Lose;Ruii;Jungler;Suyou;Freya;Retribution;Gen.G Esports;Natus Vincere;0 - 2;1;1;0;13:55;Dangerous Grass;LB Semifinals
16/07/2026;Blue;Lose;Sayori;Midlane;Valentina;Paquito;Flicker;Gen.G Esports;Natus Vincere;0 - 2;1;2;0;13:55;Dangerous Grass;LB Semifinals
16/07/2026;Blue;Lose;Panda;Goldlane;Harith;Yve;Purify;Gen.G Esports;Natus Vincere;0 - 2;0;2;2;13:55;Dangerous Grass;LB Semifinals
16/07/2026;Blue;Lose;Ashlay;Roam;Minotaur;Benedetta;Flicker;Gen.G Esports;Natus Vincere;0 - 2;0;4;1;13:55;Dangerous Grass;LB Semifinals
16/07/2026;Red;Win;Ayanami;Explane;Alice;Marcel;Flicker;Natus Vincere;Gen.G Esports;2 - 0;3;1;7;13:55;Dangerous Grass;LB Semifinals
16/07/2026;Red;Win;Keishi;Jungler;Baxia;Hirara;Retribution;Natus Vincere;Gen.G Esports;2 - 0;3;0;8;13:55;Dangerous Grass;LB Semifinals
16/07/2026;Red;Win;Rain;Midlane;Zhuxin;Esmeralda;Flicker;Natus Vincere;Gen.G Esports;2 - 0;2;0;8;13:55;Dangerous Grass;LB Semifinals
16/07/2026;Red;Win;Rianne;Goldlane;Claude;Karrie;Flicker;Natus Vincere;Gen.G Esports;2 - 0;1;0;7;13:55;Dangerous Grass;LB Semifinals
16/07/2026;Red;Win;Meraaay;Roam;Gloo;Bruno;Flicker;Natus Vincere;Gen.G Esports;2 - 0;3;1;7;13:55;Dangerous Grass;LB Semifinals
16/07/2026;Red;Win;Lingg;Explane;Sora;Karrie;Flicker;Galaxy Phoenix;SAETA;1 - 0;10;1;2;14:44;Flying Clouds;Quarterfinals
16/07/2026;Red;Win;Fahh;Jungler;Baxia;Valir;Retribution;Galaxy Phoenix;SAETA;1 - 0;4;1;5;14:44;Flying Clouds;Quarterfinals
16/07/2026;Red;Win;Sofia;Midlane;Gord;Yve;Flicker;Galaxy Phoenix;SAETA;1 - 0;2;0;13;14:44;Flying Clouds;Quarterfinals
16/07/2026;Red;Win;Winnie;Goldlane;Claude;Carmilla;Purify;Galaxy Phoenix;SAETA;1 - 0;2;1;7;14:44;Flying Clouds;Quarterfinals
16/07/2026;Red;Win;Lemaa;Roam;Belerick;Gatot Kaca;Flicker;Galaxy Phoenix;SAETA;1 - 0;0;0;13;14:44;Flying Clouds;Quarterfinals
16/07/2026;Blue;Lose;Jessica66;Explane;Esmeralda;Marcel;Purify;SAETA;Galaxy Phoenix;0 - 1;0;4;0;14:44;Flying Clouds;Quarterfinals
16/07/2026;Blue;Lose;Zhou;Jungler;Hirara;Guinevere;Retribution;SAETA;Galaxy Phoenix;0 - 1;3;5;0;14:44;Flying Clouds;Quarterfinals
16/07/2026;Blue;Lose;Namei;Midlane;Lylia;Valentina;Purify;SAETA;Galaxy Phoenix;0 - 1;0;3;3;14:44;Flying Clouds;Quarterfinals
16/07/2026;Blue;Lose;Gaigai;Goldlane;Bruno;Pharsa;Purify;SAETA;Galaxy Phoenix;0 - 1;0;1;1;14:44;Flying Clouds;Quarterfinals
16/07/2026;Blue;Lose;FanHua;Roam;Tigreal;Selena;Flicker;SAETA;Galaxy Phoenix;0 - 1;0;5;2;14:44;Flying Clouds;Quarterfinals
16/07/2026;Blue;Lose;Lingg;Explane;Phoveus;Karrie;Flicker;Galaxy Phoenix;SAETA;1 - 1;1;8;7;21:40;Flying Clouds;Quarterfinals
16/07/2026;Blue;Lose;Fahh;Jungler;Yi Sunshin;Esmeralda;Retribution;Galaxy Phoenix;SAETA;1 - 1;4;1;4;21:40;Flying Clouds;Quarterfinals
16/07/2026;Blue;Lose;Sofia;Midlane;Zhuxin;Paquito;Flicker;Galaxy Phoenix;SAETA;1 - 1;4;2;5;21:40;Flying Clouds;Quarterfinals
16/07/2026;Blue;Lose;Winnie;Goldlane;Claude;Akai;Flicker;Galaxy Phoenix;SAETA;1 - 1;3;3;3;21:40;Flying Clouds;Quarterfinals
16/07/2026;Blue;Lose;Lemaa;Roam;Belerick;Moskov;Flicker;Galaxy Phoenix;SAETA;1 - 1;0;6;7;21:40;Flying Clouds;Quarterfinals
16/07/2026;Red;Win;Jessica66;Explane;Sora;Marcel;Flicker;SAETA;Galaxy Phoenix;1 - 1;1;3;8;21:40;Flying Clouds;Quarterfinals
16/07/2026;Red;Win;Zhou;Jungler;X Borg;Guinevere;Retribution;SAETA;Galaxy Phoenix;1 - 1;2;1;8;21:40;Flying Clouds;Quarterfinals
16/07/2026;Red;Win;Namei;Midlane;Cecilion;Hirara;Flicker;SAETA;Galaxy Phoenix;1 - 1;6;3;11;21:40;Flying Clouds;Quarterfinals
16/07/2026;Red;Win;Gaigai;Goldlane;Bruno;Baxia;Purify;SAETA;Galaxy Phoenix;1 - 1;11;0;3;21:40;Flying Clouds;Quarterfinals
16/07/2026;Red;Win;FanHua;Roam;Carmilla;Valentina;Revitalize;SAETA;Galaxy Phoenix;1 - 1;0;5;18;21:40;Flying Clouds;Quarterfinals
16/07/2026;Red;Win;Lingg;Explane;Sora;Karrie;Flicker;Galaxy Phoenix;SAETA;2 - 1;6;2;8;13:59;Flying Clouds;Quarterfinals
16/07/2026;Red;Win;Fahh;Jungler;Ling;Carmilla;Retribution;Galaxy Phoenix;SAETA;2 - 1;8;2;7;13:59;Flying Clouds;Quarterfinals
16/07/2026;Red;Win;Sofia;Midlane;Pharsa;Valir;Flicker;Galaxy Phoenix;SAETA;2 - 1;2;0;15;13:59;Flying Clouds;Quarterfinals
16/07/2026;Red;Win;Winnie;Goldlane;Harith;Phoveus;Purify;Galaxy Phoenix;SAETA;2 - 1;2;1;5;13:59;Flying Clouds;Quarterfinals
16/07/2026;Red;Win;Lemaa;Roam;Belerick;Alice;Flicker;Galaxy Phoenix;SAETA;2 - 1;1;0;17;13:59;Flying Clouds;Quarterfinals
16/07/2026;Blue;Lose;Jessica66;Explane;Benedetta;Guinevere;Petrify;SAETA;Galaxy Phoenix;1 - 2;2;1;1;13:59;Flying Clouds;Quarterfinals
16/07/2026;Blue;Lose;Zhou;Jungler;Baxia;Marcel;Retribution;SAETA;Galaxy Phoenix;1 - 2;0;6;2;13:59;Flying Clouds;Quarterfinals
16/07/2026;Blue;Lose;Namei;Midlane;Yve;Hirara;Flicker;SAETA;Galaxy Phoenix;1 - 2;0;4;3;13:59;Flying Clouds;Quarterfinals
16/07/2026;Blue;Lose;Gaigai;Goldlane;Claude;Bruno;Purify;SAETA;Galaxy Phoenix;1 - 2;1;2;1;13:59;Flying Clouds;Quarterfinals
16/07/2026;Blue;Lose;FanHua;Roam;Hylos;Gord;Revitalize;SAETA;Galaxy Phoenix;1 - 2;2;6;1;13:59;Flying Clouds;Quarterfinals
16/07/2026;Red;Win;Fumi;Explane;Paquito;Marcel;Flicker;Team Vitality;Falcons Vega;1 - 0;6;3;4;25:28;Flying Clouds;Quarterfinals
16/07/2026;Red;Win;Vival;Jungler;Akai;Hirara;Retribution;Team Vitality;Falcons Vega;1 - 0;1;1;9;25:28;Flying Clouds;Quarterfinals
16/07/2026;Red;Win;Cinny;Midlane;Kimmy;Yve;Flicker;Team Vitality;Falcons Vega;1 - 0;4;6;4;25:28;Flying Clouds;Quarterfinals
16/07/2026;Red;Win;Chell;Goldlane;Harith;Baxia;Purify;Team Vitality;Falcons Vega;1 - 0;2;2;6;25:28;Flying Clouds;Quarterfinals
16/07/2026;Red;Win;Vivian;Roam;Belerick;Barats;Flicker;Team Vitality;Falcons Vega;1 - 0;1;4;8;25:28;Flying Clouds;Quarterfinals
16/07/2026;Blue;Lose;Violet;Explane;Sora;Guinevere;Flicker;Falcons Vega;Team Vitality;0 - 1;1;5;7;25:28;Flying Clouds;Quarterfinals
