Date;Side;Win/Lose;Player;Lane;Hero;Ban Hero;Spell;Team;Opponent;Game 1 - 3;Kill;Death;Assist;Duration;Map;Bracket
15/07/2026;Red;Lose;Nikaa;Roam;Belerick;Gatot Kaca;Flicker;Aurora Storm;Falcons Vega;0 - 1;1;3;0;11:18;Flying Clouds;LB Quarterfinals
15/07/2026;Red;Win;Violet;Explane;Sora;Hirara;Flicker;Falcons Vega;Aurora Storm;2 - 0;3;2;6;13:15;Expanding Rivers;LB Quarterfinals
15/07/2026;Red;Win;Xev;Jungler;Harley;Guinevere;Retribution;Falcons Vega;Aurora Storm;2 - 0;4;1;7;13:15;Expanding Rivers;LB Quarterfinals
15/07/2026;Red;Win;Livii;Midlane;Yve;Freya;Flicker;Falcons Vega;Aurora Storm;2 - 0;3;0;6;13:15;Expanding Rivers;LB Quarterfinals
15/07/2026;Red;Win;Liv;Goldlane;Karrie;Lylia;Flicker;Falcons Vega;Aurora Storm;2 - 0;4;1;5;13:15;Expanding Rivers;LB Quarterfinals
15/07/2026;Red;Win;Remund;Roam;Hilda;Gord;Flicker;Falcons Vega;Aurora Storm;2 - 0;0;2;3;13:15;Expanding Rivers;LB Quarterfinals
15/07/2026;Blue;Lose;Luette;Explane;Arlott;Mathilda;Flicker;Aurora Storm;Falcons Vega;0 - 2;1;5;4;13:15;Expanding Rivers;LB Quarterfinals
15/07/2026;Blue;Lose;Anu;Jungler;Akai;Belerick;Retribution;Aurora Storm;Falcons Vega;0 - 2;0;3;4;13:15;Expanding Rivers;LB Quarterfinals
15/07/2026;Blue;Lose;zulaana;Midlane;Valir;Gloo;Flicker;Aurora Storm;Falcons Vega;0 - 2;2;2;2;13:15;Expanding Rivers;LB Quarterfinals
15/07/2026;Blue;Lose;Mobsaiko;Goldlane;Hanabi;Minotaur;Aegis;Aurora Storm;Falcons Vega;0 - 2;2;2;3;13:15;Expanding Rivers;LB Quarterfinals
15/07/2026;Blue;Lose;Nikaa;Roam;Marcel;Barats;Flicker;Aurora Storm;Falcons Vega;0 - 2;1;2;2;13:15;Expanding Rivers;LB Quarterfinals
16/07/2026;Red;Lose;Daisy;Explane;Yu Zhong;Marcel;Petrify;Twisted Minds VN;Falcons Vega;0 - 1;0;6;0;10:48;Dangerous Grass;LB Semifinals
16/07/2026;Red;Lose;Meylane;Jungler;Hayabusa;Hirara;Retribution;Twisted Minds VN;Falcons Vega;0 - 1;0;3;0;10:48;Dangerous Grass;LB Semifinals
16/07/2026;Red;Lose;Saa;Midlane;Valentina;Paquito;Flicker;Twisted Minds VN;Falcons Vega;0 - 1;1;1;0;10:48;Dangerous Grass;LB Semifinals
16/07/2026;Red;Lose;Chincaaw;Goldlane;Claude;Belerick;Flicker;Twisted Minds VN;Falcons Vega;0 - 1;0;2;0;10:48;Dangerous Grass;LB Semifinals
16/07/2026;Red;Lose;Kao;Roam;Atlas;Hylos;Flicker;Twisted Minds VN;Falcons Vega;0 - 1;0;4;1;10:48;Dangerous Grass;LB Semifinals
16/07/2026;Blue;Win;Violet;Explane;Sora;Mathilda;Flicker;Falcons Vega;Twisted Minds VN;1 - 0;5;0;4;10:48;Dangerous Grass;LB Semifinals
16/07/2026;Blue;Win;Xev;Jungler;Harley;Esmeralda;Retribution;Falcons Vega;Twisted Minds VN;1 - 0;1;0;10;10:48;Dangerous Grass;LB Semifinals
16/07/2026;Blue;Win;Livii;Midlane;Yve;Freya;Flicker;Falcons Vega;Twisted Minds VN;1 - 0;4;1;1;10:48;Dangerous Grass;LB Semifinals
16/07/2026;Blue;Win;Liv;Goldlane;Karrie;Fanny;Purify;Falcons Vega;Twisted Minds VN;1 - 0;6;0;8;10:48;Dangerous Grass;LB Semifinals
16/07/2026;Blue;Win;Remund;Roam;Gatot Kaca;Baxia;Revitalize;Falcons Vega;Twisted Minds VN;1 - 0;0;0;10;10:48;Dangerous Grass;LB Semifinals
16/07/2026;Blue;Lose;Daisy;Explane;Paquito;Sora;Flicker;Twisted Minds VN;Falcons Vega;0 - 2;7;3;1;21:55;Flying Clouds;LB Semifinals
16/07/2026;Blue;Lose;Meylane;Jungler;Akai;Atlas;Retribution;Twisted Minds VN;Falcons Vega;0 - 2;0;2;6;21:55;Flying Clouds;LB Semifinals
16/07/2026;Blue;Lose;Saa;Midlane;Kagura;Belerick;Flicker;Twisted Minds VN;Falcons Vega;0 - 2;4;3;4;21:55;Flying Clouds;LB Semifinals
16/07/2026;Blue;Lose;Chincaaw;Goldlane;Claude;Kaja;Flicker;Twisted Minds VN;Falcons Vega;0 - 2;4;2;4;21:55;Flying Clouds;LB Semifinals
16/07/2026;Blue;Lose;Kao;Roam;Marcel;Kalea;Flicker;Twisted Minds VN;Falcons Vega;0 - 2;1;7;10;21:55;Flying Clouds;LB Semifinals
16/07/2026;Red;Win;Violet;Explane;Esmeralda;Mathilda;Purify;Falcons Vega;Twisted Minds VN;2 - 0;1;1;8;21:55;Flying Clouds;LB Semifinals
16/07/2026;Red;Win;Xev;Jungler;Harley;Baxia;Retribution;Falcons Vega;Twisted Minds VN;2 - 0;3;5;10;21:55;Flying Clouds;LB Semifinals
16/07/2026;Red;Win;Livii;Midlane;Yve;Hirara;Flicker;Falcons Vega;Twisted Minds VN;2 - 0;7;3;7;21:55;Flying Clouds;LB Semifinals
16/07/2026;Red;Win;Liv;Goldlane;Karrie;Gord;Flicker;Falcons Vega;Twisted Minds VN;2 - 0;5;2;7;21:55;Flying Clouds;LB Semifinals
16/07/2026;Red;Win;Remund;Roam;Hilda;Kimmy;Flicker;Falcons Vega;Twisted Minds VN;2 - 0;1;5;3;21:55;Flying Clouds;LB Semifinals
16/07/2026;Blue;Win;Jessica66;Explane;Esmeralda;Karrie;Flicker;SAETA;Virtus.pro MENA;1 - 0;4;0;4;13:25;Expanding Rivers;LB Semifinals
16/07/2026;Blue;Win;Zhou;Jungler;Yi Sunshin;Atlas;Retribution;SAETA;Virtus.pro MENA;1 - 0;6;2;10;13:25;Expanding Rivers;LB Semifinals
16/07/2026;Blue;Win;Namei;Midlane;Yve;Marcel;Flicker;SAETA;Virtus.pro MENA;1 - 0;4;0;6;13:25;Expanding Rivers;LB Semifinals
16/07/2026;Blue;Win;Gaigai;Goldlane;Claude;Lancelot;Purify;SAETA;Virtus.pro MENA;1 - 0;2;0;11;13:25;Expanding Rivers;LB Semifinals
16/07/2026;Blue;Win;FanHua;Roam;Belerick;Ling;Flicker;SAETA;Virtus.pro MENA;1 - 0;0;2;4;13:25;Expanding Rivers;LB Semifinals
16/07/2026;Red;Lose;Rafa;Explane;Gloo;Baxia;Flicker;Virtus.pro MENA;SAETA;0 - 1;1;4;3;13:25;Expanding Rivers;LB Semifinals
16/07/2026;Red;Lose;Miss Meow;Jungler;Nolan;Hirara;Retribution;Virtus.pro MENA;SAETA;0 - 1;1;4;0;13:25;Expanding Rivers;LB Semifinals
16/07/2026;Red;Lose;Livin;Midlane;Valir;Mathilda;Flicker;Virtus.pro MENA;SAETA;0 - 1;0;2;2;13:25;Expanding Rivers;LB Semifinals
16/07/2026;Red;Lose;Lunar;Goldlane;Moskov;Carmilla;Flicker;Virtus.pro MENA;SAETA;0 - 1;1;3;3;13:25;Expanding Rivers;LB Semifinals
16/07/2026;Red;Lose;Minun;Roam;Grock;Cecilion;Flicker;Virtus.pro MENA;SAETA;0 - 1;1;3;2;13:25;Expanding Rivers;LB Semifinals
16/07/2026;Red;Win;Jessica66;Explane;Benedetta;Karrie;Petrify;SAETA;Virtus.pro MENA;2 - 0;5;3;5;19:25;Flying Clouds;LB Semifinals
16/07/2026;Red;Win;Zhou;Jungler;Baxia;Marcel;Retribution;SAETA;Virtus.pro MENA;2 - 0;2;0;11;19:25;Flying Clouds;LB Semifinals
16/07/2026;Red;Win;Namei;Midlane;Lylia;Gloo;Purify;SAETA;Virtus.pro MENA;2 - 0;4;2;10;19:25;Flying Clouds;LB Semifinals
16/07/2026;Red;Win;Gaigai;Goldlane;Claude;Gord;Purify;SAETA;Virtus.pro MENA;2 - 0;6;2;8;19:25;Flying Clouds;LB Semifinals
16/07/2026;Red;Win;FanHua;Roam;Chou;Valir;Flicker;SAETA;Virtus.pro MENA;2 - 0;0;10;5;19:25;Flying Clouds;LB Semifinals
16/07/2026;Blue;Lose;Rafa;Explane;Paquito;Hirara;Flicker;Virtus.pro MENA;SAETA;0 - 2;4;3;5;19:25;Flying Clouds;LB Semifinals
16/07/2026;Blue;Lose;Miss Meow;Jungler;Barats;Esmeralda;Retribution;Virtus.pro MENA;SAETA;0 - 2;2;6;7;19:25;Flying Clouds;LB Semifinals
16/07/2026;Blue;Lose;Livin;Midlane;Zhuxin;Yve;Purify;Virtus.pro MENA;SAETA;0 - 2;5;1;7;19:25;Flying Clouds;LB Semifinals
16/07/2026;Blue;Lose;Lunar;Goldlane;Bruno;Belerick;Purify;Virtus.pro MENA;SAETA;0 - 2;4;4;8;19:25;Flying Clouds;LB Semifinals
16/07/2026;Blue;Lose;Minun;Roam;Mathilda;Atlas;Purify;Virtus.pro MENA;SAETA;0 - 2;2;3;12;19:25;Flying Clouds;LB Semifinals
14/07/2026;Blue;Win;Aria;Explane;Esmeralda;Fanny;Purify;Gen.G Esports;FUT Esports FE;1 - 0;4;2;9;14:43;Expanding Rivers;UB Quarterfinals
14/07/2026;Blue;Win;Ruii;Jungler;Hirara;Hanabi;Retribution;Gen.G Esports;FUT Esports FE;1 - 0;5;1;6;14:43;Expanding Rivers;UB Quarterfinals
14/07/2026;Blue;Win;Sayori;Midlane;Valentina;Selena;Purify;Gen.G Esports;FUT Esports FE;1 - 0;3;0;13;14:43;Expanding Rivers;UB Quarterfinals
14/07/2026;Blue;Win;Panda;Goldlane;Karrie;Gord;Purify;Gen.G Esports;FUT Esports FE;1 - 0;5;2;5;14:43;Expanding Rivers;UB Quarterfinals
14/07/2026;Blue;Win;Ashlay;Roam;Minotaur;Moskov;Flicker;Gen.G Esports;FUT Esports FE;1 - 0;0;4;11;14:43;Expanding Rivers;UB Quarterfinals
14/07/2026;Red;Lose;Unohana;Explane;Phoveus;Marcel;Flicker;FUT Esports FE;Gen.G Esports;0 - 1;3;5;4;14:43;Expanding Rivers;UB Quarterfinals
14/07/2026;Red;Lose;Kujou;Jungler;Guinevere;Freya;Retribution;FUT Esports FE;Gen.G Esports;0 - 1;3;3;2;14:43;Expanding Rivers;UB Quarterfinals
14/07/2026;Red;Lose;Zendaya;Midlane;Lylia;Arlott;Flicker;FUT Esports FE;Gen.G Esports;0 - 1;1;3;5;14:43;Expanding Rivers;UB Quarterfinals
14/07/2026;Red;Lose;Mieko;Goldlane;Harith;Mathilda;Purify;FUT Esports FE;Gen.G Esports;0 - 1;1;1;3;14:43;Expanding Rivers;UB Quarterfinals
14/07/2026;Red;Lose;Nora;Roam;Atlas;Hylos;Flicker;FUT Esports FE;Gen.G Esports;0 - 1;0;5;6;14:43;Expanding Rivers;UB Quarterfinals
14/07/2026;Red;Win;Aria;Explane;Esmeralda;Marcel;Purify;Gen.G Esports;FUT Esports FE;2 - 0;4;0;7;11:28;Dangerous Grass;UB Quarterfinals
14/07/2026;Red;Win;Ruii;Jungler;Akai;Selena;Retribution;Gen.G Esports;FUT Esports FE;2 - 0;2;0;11;11:28;Dangerous Grass;UB Quarterfinals
14/07/2026;Red;Win;Sayori;Midlane;Valentina;Hanabi;Flicker;Gen.G Esports;FUT Esports FE;2 - 0;5;1;9;11:28;Dangerous Grass;UB Quarterfinals
14/07/2026;Red;Win;Panda;Goldlane;Karrie;Yi Sunshin;Purify;Gen.G Esports;FUT Esports FE;2 - 0;5;1;3;11:28;Dangerous Grass;UB Quarterfinals
14/07/2026;Red;Win;Ashlay;Roam;Minotaur;Ling;Flicker;Gen.G Esports;FUT Esports FE;2 - 0;0;1;12;11:28;Dangerous Grass;UB Quarterfinals
14/07/2026;Blue;Lose;Unohana;Explane;Alice;Mathilda;Flicker;FUT Esports FE;Gen.G Esports;0 - 2;0;4;2;11:28;Dangerous Grass;UB Quarterfinals
14/07/2026;Blue;Lose;Kujou;Jungler;Barats;Lancelot;Retribution;FUT Esports FE;Gen.G Esports;0 - 2;0;5;1;11:28;Dangerous Grass;UB Quarterfinals
14/07/2026;Blue;Lose;Zendaya;Midlane;Kimmy;Hirara;Flicker;FUT Esports FE;Gen.G Esports;0 - 2;1;2;1;11:28;Dangerous Grass;UB Quarterfinals
14/07/2026;Blue;Lose;Mieko;Goldlane;Freya;Belerick;Vengeance;FUT Esports FE;Gen.G Esports;0 - 2;2;1;0;11:28;Dangerous Grass;UB Quarterfinals
14/07/2026;Blue;Lose;Nora;Roam;Chou;Nolan;Flicker;FUT Esports FE;Gen.G Esports;0 - 2;0;4;1;11:28;Dangerous Grass;UB Quarterfinals
14/07/2026;Red;Win;Fumi;Explane;Lapu lapu;Freya;Flicker;Team Vitality;MIBR.LOS;1 - 0;2;1;3;12:14;Expanding Rivers;UB Quarterfinals
14/07/2026;Red;Win;Vival;Jungler;Guinevere;Hirara;Retribution;Team Vitality;MIBR.LOS;1 - 0;3;2;5;12:14;Expanding Rivers;UB Quarterfinals
14/07/2026;Red;Win;Cinny;Midlane;Lylia;Marcel;Sprint;Team Vitality;MIBR.LOS;1 - 0;4;0;5;12:14;Expanding Rivers;UB Quarterfinals
14/07/2026;Red;Win;Chell;Goldlane;Claude;Belerick;Purify;Team Vitality;MIBR.LOS;1 - 0;1;0;6;12:14;Expanding Rivers;UB Quarterfinals
14/07/2026;Red;Win;Vivian;Roam;Atlas;Mathilda;Flicker;Team Vitality;MIBR.LOS;1 - 0;0;1;10;12:14;Expanding Rivers;UB Quarterfinals
14/07/2026;Blue;Lose;Mikiari;Explane;Alice;Paquito;Flicker;MIBR.LOS;Team Vitality;0 - 1;1;1;3;12:14;Expanding Rivers;UB Quarterfinals
14/07/2026;Blue;Lose;Haiob;Jungler;Suyou;Akai;Retribution;MIBR.LOS;Team Vitality;0 - 1;0;4;2;12:14;Expanding Rivers;UB Quarterfinals
14/07/2026;Blue;Lose;Lalaland;Midlane;Zhuxin;Yve;Purify;MIBR.LOS;Team Vitality;0 - 1;1;1;3;12:14;Expanding Rivers;UB Quarterfinals
14/07/2026;Blue;Lose;Pandinha;Goldlane;Karrie;Kimmy;Purify;MIBR.LOS;Team Vitality;0 - 1;0;2;2;12:14;Expanding Rivers;UB Quarterfinals
14/07/2026;Blue;Lose;Rayy;Roam;Grock;Gord;Flicker;MIBR.LOS;Team Vitality;0 - 1;2;2;0;12:14;Expanding Rivers;UB Quarterfinals
14/07/2026;Blue;Win;Fumi;Explane;Lapu lapu;Freya;Flicker;Team Vitality;MIBR.LOS;2 - 0;7;6;8;26:48;Expanding Rivers;UB Quarterfinals
14/07/2026;Blue;Win;Vival;Jungler;Akai;Phoveus;Retribution;Team Vitality;MIBR.LOS;2 - 0;1;4;11;26:48;Expanding Rivers;UB Quarterfinals
14/07/2026;Blue;Win;Cinny;Midlane;Valentina;Atlas;Flicker;Team Vitality;MIBR.LOS;2 - 0;5;4;14;26:48;Expanding Rivers;UB Quarterfinals
14/07/2026;Blue;Win;Chell;Goldlane;Claude;Esmeralda;Flicker;Team Vitality;MIBR.LOS;2 - 0;9;3;8;26:48;Expanding Rivers;UB Quarterfinals
14/07/2026;Blue;Win;Vivian;Roam;Mathilda;Alice;Flicker;Team Vitality;MIBR.LOS;2 - 0;6;5;21;26:48;Expanding Rivers;UB Quarterfinals
14/07/2026;Red;Lose;Mikiari;Explane;Uranus;Hirara;Purify;MIBR.LOS;Team Vitality;0 - 2;1;6;0;26:48;Expanding Rivers;UB Quarterfinals
14/07/2026;Red;Lose;Haiob;Jungler;Suyou;Marcel;Retribution;MIBR.LOS;Team Vitality;0 - 2;11;6;4;26:48;Expanding Rivers;UB Quarterfinals
14/07/2026;Red;Lose;Lalaland;Midlane;Kimmy;Paquito;Flicker;MIBR.LOS;Team Vitality;0 - 2;1;7;15;26:48;Expanding Rivers;UB Quarterfinals
14/07/2026;Red;Lose;Pandinha;Goldlane;Lunox;Belerick;Flicker;MIBR.LOS;Team Vitality;0 - 2;7;6;11;26:48;Expanding Rivers;UB Quarterfinals
14/07/2026;Red;Lose;Rayy;Roam;Grock;Arlott;Flicker;MIBR.LOS;Team Vitality;0 - 2;2;3;16;26:48;Expanding Rivers;UB Quarterfinals
14/07/2026;Blue;Lose;Ayanami;Explane;Uranus;Baxia;Purify;Natus Vincere;Galaxy Phoenix;0 - 1;0;2;1;14:06;Expanding Rivers;UB Quarterfinals
14/07/2026;Blue;Lose;Keishi;Jungler;Hirara;Akai;Retribution;Natus Vincere;Galaxy Phoenix;0 - 1;1;4;1;14:06;Expanding Rivers;UB Quarterfinals
14/07/2026;Blue;Lose;Rain;Midlane;Lylia;Phoveus;Purify;Natus Vincere;Galaxy Phoenix;0 - 1;0;1;1;14:06;Expanding Rivers;UB Quarterfinals
14/07/2026;Blue;Lose;Rianne;Goldlane;Karrie;Arlott;Purify;Natus Vincere;Galaxy Phoenix;0 - 1;1;3;1;14:06;Expanding Rivers;UB Quarterfinals
14/07/2026;Blue;Lose;Meraaay;Roam;Gloo;Valir;Flicker;Natus Vincere;Galaxy Phoenix;0 - 1;0;3;1;14:06;Expanding Rivers;UB Quarterfinals
14/07/2026;Red;Win;Lingg;Explane;Sora;Paquito;Flicker;Galaxy Phoenix;Natus Vincere;1 - 0;3;0;6;14:06;Expanding Rivers;UB Quarterfinals
14/07/2026;Red;Win;Fahh;Jungler;Guinevere;Marcel;Retribution;Galaxy Phoenix;Natus Vincere;1 - 0;6;0;2;14:06;Expanding Rivers;UB Quarterfinals
14/07/2026;Red;Win;Sofia;Midlane;Pharsa;Freya;Flicker;Galaxy Phoenix;Natus Vincere;1 - 0;2;1;5;14:06;Expanding Rivers;UB Quarterfinals
14/07/2026;Red;Win;Winnie;Goldlane;Claude;Atlas;Flicker;Galaxy Phoenix;Natus Vincere;1 - 0;2;0;5;14:06;Expanding Rivers;UB Quarterfinals
14/07/2026;Red;Win;Lemaa;Roam;Belerick;Hilda;Flicker;Galaxy Phoenix;Natus Vincere;1 - 0;0;1;8;14:06;Expanding Rivers;UB Quarterfinals
14/07/2026;Blue;Lose;Ayanami;Explane;Phoveus;Akai;Flicker;Natus Vincere;Galaxy Phoenix;0 - 2;0;4;1;12:32;Flying Clouds;UB Quarterfinals
14/07/2026;Blue;Lose;Keishi;Jungler;Nolan;Gloo;Retribution;Natus Vincere;Galaxy Phoenix;0 - 2;3;0;0;12:32;Flying Clouds;UB Quarterfinals
14/07/2026;Blue;Lose;Rain;Midlane;Zhuxin;Hirara;Purify;Natus Vincere;Galaxy Phoenix;0 - 2;0;0;3;12:32;Flying Clouds;UB Quarterfinals
14/07/2026;Blue;Lose;Rianne;Goldlane;Karrie;Sora;Purify;Natus Vincere;Galaxy Phoenix;0 - 2;0;3;1;12:32;Flying Clouds;UB Quarterfinals
14/07/2026;Blue;Lose;Meraaay;Roam;Gatot Kaca;Yu Zhong;Revitalize;Natus Vincere;Galaxy Phoenix;0 - 2;0;4;2;12:32;Flying Clouds;UB Quarterfinals
14/07/2026;Red;Win;Lingg;Explane;Lapu lapu;Marcel;Flicker;Galaxy Phoenix;Natus Vincere;2 - 0;2;1;5;12:32;Flying Clouds;UB Quarterfinals
14/07/2026;Red;Win;Fahh;Jungler;Guinevere;Paquito;Retribution;Galaxy Phoenix;Natus Vincere;2 - 0;1;1;9;12:32;Flying Clouds;UB Quarterfinals
14/07/2026;Red;Win;Sofia;Midlane;Gord;Baxia;Flicker;Galaxy Phoenix;Natus Vincere;2 - 0;3;0;7;12:32;Flying Clouds;UB Quarterfinals
14/07/2026;Red;Win;Winnie;Goldlane;Claude;Atlas;Flicker;Galaxy Phoenix;Natus Vincere;2 - 0;5;0;2;12:32;Flying Clouds;UB Quarterfinals
14/07/2026;Red;Win;Lemaa;Roam;Belerick;Hilda;Flicker;Galaxy Phoenix;Natus Vincere;2 - 0;0;1;7;12:32;Flying Clouds;UB Quarterfinals
14/07/2026;Blue;Win;Ayra;Explane;Cici;Paquito;Vengeance;Falcon Daisies;Falcons Vega MENA;1 - 0;4;0;9;21:10;Expanding Rivers;UB Quarterfinals
14/07/2026;Blue;Win;Starsoyy;Jungler;Ling;Phoveus;Retribution;Falcon Daisies;Falcons Vega MENA;1 - 0;6;0;6;21:10;Expanding Rivers;UB Quarterfinals
14/07/2026;Blue;Win;Aphoo;Midlane;Kimmy;Akai;Flicker;Falcon Daisies;Falcons Vega MENA;1 - 0;2;1;4;21:10;Expanding Rivers;UB Quarterfinals
14/07/2026;Blue;Win;Kiko;Goldlane;Freya;Gord;Flicker;Falcon Daisies;Falcons Vega MENA;1 - 0;5;0;9;21:10;Expanding Rivers;UB Quarterfinals
14/07/2026;Blue;Win;Jayyy;Roam;Belerick;Karrie;Revitalize;Falcon Daisies;Falcons Vega MENA;1 - 0;1;1;13;21:10;Expanding Rivers;UB Quarterfinals
14/07/2026;Red;Lose;Nocturne;Explane;Esmeralda;Marcel;Flicker;Falcons Vega MENA;Falcon Daisies;0 - 1;0;2;2;21:10;Expanding Rivers;UB Quarterfinals
14/07/2026;Red;Lose;Nana;Jungler;Hirara;Mathilda;Retribution;Falcons Vega MENA;Falcon Daisies;0 - 1;2;4;0;21:10;Expanding Rivers;UB Quarterfinals
14/07/2026;Red;Lose;Syrinx;Midlane;Lylia;Atlas;Flicker;Falcons Vega MENA;Falcon Daisies;0 - 1;0;5;2;21:10;Expanding Rivers;UB Quarterfinals
14/07/2026;Red;Lose;Names;Goldlane;Clint;Suyou;Flicker;Falcons Vega MENA;Falcon Daisies;0 - 1;0;2;2;21:10;Expanding Rivers;UB Quarterfinals
14/07/2026;Red;Lose;Nucci;Roam;Hylos;Yi Sunshin;Revitalize;Falcons Vega MENA;Falcon Daisies;0 - 1;0;5;2;21:10;Expanding Rivers;UB Quarterfinals
14/07/2026;Red;Win;Ayra;Explane;Cici;Marcel;Vengeance;Falcon Daisies;Falcons Vega MENA;1 - 1;2;2;3;14:11;Dangerous Grass;UB Quarterfinals
14/07/2026;Red;Win;Starsoyy;Jungler;Hirara;Paquito;Retribution;Falcon Daisies;Falcons Vega MENA;1 - 1;1;1;4;14:11;Dangerous Grass;UB Quarterfinals
14/07/2026;Red;Win;Aphoo;Midlane;Gord;Mathilda;Flicker;Falcon Daisies;Falcons Vega MENA;1 - 1;2;1;4;14:11;Dangerous Grass;UB Quarterfinals
14/07/2026;Red;Win;Kiko;Goldlane;Hanabi;Fanny;Aegis;Falcon Daisies;Falcons Vega MENA;1 - 1;0;4;2;14:11;Dangerous Grass;UB Quarterfinals
14/07/2026;Red;Win;Jayyy;Roam;Akai;Suyou;Flicker;Falcon Daisies;Falcons Vega MENA;1 - 1;2;4;5;14:11;Dangerous Grass;UB Quarterfinals
14/07/2026;Blue;Lose;Nocturne;Explane;Esmeralda;Freya;Flicker;Falcons Vega MENA;Falcon Daisies;1 - 1;2;0;5;14:11;Dangerous Grass;UB Quarterfinals
14/07/2026;Blue;Lose;Nana;Jungler;Yi Sunshin;Atlas;Retribution;Falcons Vega MENA;Falcon Daisies;1 - 1;6;0;4;14:11;Dangerous Grass;UB Quarterfinals
14/07/2026;Blue;Lose;Syrinx;Midlane;Kadita;Belerick;Petrify;Falcons Vega MENA;Falcon Daisies;1 - 1;1;1;7;14:11;Dangerous Grass;UB Quarterfinals
14/07/2026;Blue;Lose;Names;Goldlane;Moskov;Arlott;Flicker;Falcons Vega MENA;Falcon Daisies;1 - 1;2;1;6;14:11;Dangerous Grass;UB Quarterfinals
14/07/2026;Blue;Lose;Nucci;Roam;Hylos;Karrie;Revitalize;Falcons Vega MENA;Falcon Daisies;1 - 1;1;5;4;14:11;Dangerous Grass;UB Quarterfinals
14/07/2026;Blue;Lose;Ayra;Explane;Alice;Paquito;Flicker;Falcon Daisies;Falcons Vega MENA;1 - 2;1;4;2;15:12;Expanding Rivers;UB Quarterfinals
14/07/2026;Blue;Lose;Starsoyy;Jungler;Hirara;Esmeralda;Retribution;Falcon Daisies;Falcons Vega MENA;1 - 2;1;2;1;15:12;Expanding Rivers;UB Quarterfinals
14/07/2026;Blue;Lose;Aphoo;Midlane;Lylia;Phoveus;Flicker;Falcon Daisies;Falcons Vega MENA;1 - 2;0;1;2;15:12;Expanding Rivers;UB Quarterfinals
14/07/2026;Blue;Lose;Kiko;Goldlane;Hanabi;Harith;Aegis;Falcon Daisies;Falcons Vega MENA;1 - 2;0;2;2;15:12;Expanding Rivers;UB Quarterfinals
14/07/2026;Blue;Lose;Jayyy;Roam;Atlas;Fanny;Flicker;Falcon Daisies;Falcons Vega MENA;1 - 2;1;7;1;15:12;Expanding Rivers;UB Quarterfinals
14/07/2026;Red;Win;Nocturne;Explane;Yu Zhong;Marcel;Petrify;Falcons Vega MENA;Falcon Daisies;2 - 1;5;2;3;15:12;Expanding Rivers;UB Quarterfinals
14/07/2026;Red;Win;Nana;Jungler;Carmilla;Mathilda;Retribution;Falcons Vega MENA;Falcon Daisies;2 - 1;0;0;10;15:12;Expanding Rivers;UB Quarterfinals
14/07/2026;Red;Win;Syrinx;Midlane;Gord;Freya;Flicker;Falcons Vega MENA;Falcon Daisies;2 - 1;4;1;10;15:12;Expanding Rivers;UB Quarterfinals
14/07/2026;Red;Win;Names;Goldlane;Moskov;Ling;Purify;Falcons Vega MENA;Falcon Daisies;2 - 1;4;0;5;15:12;Expanding Rivers;UB Quarterfinals
14/07/2026;Red;Win;Nucci;Roam;Belerick;Arlott;Revitalize;Falcons Vega MENA;Falcon Daisies;2 - 1;3;0;13;15:12;Expanding Rivers;UB Quarterfinals
15/07/2026;Blue;Lose;Aria;Explane;Phoveus;Paquito;Flicker;Gen.G Esports;Team Vitality;0 - 1;1;5;0;14:47;Broken Walls;UB Semifinals
15/07/2026;Blue;Lose;Ruii;Jungler;Baxia;Gloo;Retribution;Gen.G Esports;Team Vitality;0 - 1;1;4;1;14:47;Broken Walls;UB Semifinals
15/07/2026;Blue;Lose;Sayori;Midlane;Gord;Atlas;Flicker;Gen.G Esports;Team Vitality;0 - 1;0;1;2;14:47;Broken Walls;UB Semifinals
15/07/2026;Blue;Lose;Panda;Goldlane;Granger;Mathilda;Flicker;Gen.G Esports;Team Vitality;0 - 1;1;3;1;14:47;Broken Walls;UB Semifinals
15/07/2026;Blue;Lose;Ashlay;Roam;Selena;Chou;Flicker;Gen.G Esports;Team Vitality;0 - 1;0;2;2;14:47;Broken Walls;UB Semifinals
15/07/2026;Red;Win;Fumi;Explane;Arlott;Marcel;Flicker;Team Vitality;Gen.G Esports;1 - 0;6;2;6;14:47;Broken Walls;UB Semifinals
15/07/2026;Red;Win;Vival;Jungler;Akai;Hirara;Retribution;Team Vitality;Gen.G Esports;1 - 0;1;0;9;14:47;Broken Walls;UB Semifinals
15/07/2026;Red;Win;Cinny;Midlane;Kagura;Esmeralda;Flameshot;Team Vitality;Gen.G Esports;1 - 0;2;0;6;14:47;Broken Walls;UB Semifinals
15/07/2026;Red;Win;Chell;Goldlane;Karrie;Uranus;Flicker;Team Vitality;Gen.G Esports;1 - 0;6;0;3;14:47;Broken Walls;UB Semifinals
15/07/2026;Red;Win;Vivian;Roam;Belerick;Freya;Flicker;Team Vitality;Gen.G Esports;1 - 0;0;1;9;14:47;Broken Walls;UB Semifinals
15/07/2026;Red;Lose;Aria;Explane;Esmeralda;Marcel;Purify;Gen.G Esports;Team Vitality;0 - 2;2;3;2;17:25;Flying Clouds;UB Semifinals
15/07/2026;Red;Lose;Ruii;Jungler;Baxia;Paquito;Retribution;Gen.G Esports;Team Vitality;0 - 2;0;2;3;17:25;Flying Clouds;UB Semifinals
